engine E two picks takes the two boxcars at Elmira to Corning where they loaded with oranges and then takes them to Bath ,इंजन E दो पिक्स एल्मिरा के दो बॉक्सकार को कॉर्निंग में ले जाता है जहाँ वे संतरे से लदे होते हैं और फिर उन्हें स्नान के लिए ले जाते हैं,O O B-number O O O O O O O O O O O O O O O O O O O O O O O O O O O,engine E boxcars Elmira Corning oranges Bath
okay so that gives us a maximum number of five okay ,ठीक है ताकि हमें अधिकतम पाँच ठीक मिलें,O O O O O B-number O O,
hello can I help you ,क्या मै आपकी सहयता कर सकता हूँ,O O O O O O O,
um where are the oranges ,um जहां संतरे हैं,O O O O,oranges
uh there are oranges at Corning ,उह कॉर्निंग में संतरे हैं,O O O O O,oranges Corning
mm-hm ,मिमी-एचएम,O,
that actually that the only place where there are there a warehouse at Corning ,वास्तव में यह वही जगह है जहां कॉर्निंग पर गोदाम हैं,O O O O O O O O O O O,warehouse Corning
okay so from Corning to Bath by eight am today ,ठीक है तो आज सुबह आठ बजे तक कॉर्निंग से बाथ तक,O O O B-time-relative O B-time O O O O O O,Corning Bath am
okay that means you want to move oranges there ,ठीक है इसका मतलब है कि आप वहां संतरे ले जाना चाहते हैं,O O O O O O O O O O O O O,oranges
from Corning to Bath ,कॉर्निंग से बाथ तक,O O O O,Corning Bath
okay um ,ठीक,O,
what you have to do is you have to uh pick out an uh an engine and schedule a train to do that ,आपको क्या करना है क्या आपको उह एक इंजन बाहर निकालना है और ऐसा करने के लिए एक ट्रेन शेड्यूल करना है,O O O O O O O O O O O O O O O O O O B-vehicle O O O,engine
okay um engine two ,ठीक है उम इंजन दो,O O O O I-vehicle-name,engine
okay ,ठीक है,O O,
from Elmira ,एल्मिरा से,O O,Elmira
mm-hm ,मिमी-एचएम,O,
to Corning ,कॉर्निंग के लिए,O O O,Corning
okay ,ठीक है,O O,
and then do I need anything else or can I go straight to Bath ,और फिर मुझे कुछ और चाहिए या क्या मैं सीधे स्नान कर सकता हूं,O O O O O O O O O O O O O O,Bath
um you need a boxcar to move the oranges from Corning to Bath ,उम आपको कॉर्निंग से बाथ तक संतरे को स्थानांतरित करने के लिए एक बॉक्सर की आवश्यकता है,O O O O O O O O O O O O O O O O O,boxcar oranges Corning Bath
okay uh take the boxcar from Dansville to Corning ,ओके उह बॉक्सिंग को डांसविले से कॉर्निंग तक ले जाएं,O O O O O O O O O O,Dansville Corning
okay ,ठीक है,O O,
so we have to send uh the engine what E two uh from Elmira to Dansville to get the boxcar ,इसलिए हमें उह इंजन को भेजना है जो बॉक्सर को पाने के लिए एल्मिरा से डान्सविले तक ई दो उह को भेजे,O O O O O O O O O O O O O O O O O O I-vehicle-name O O O,engine E Elmira Dansville boxcar
mm-hm ,मिमी-एचएम,O,
okay and then back to Corning ,ठीक है और फिर वापस कॉर्निंग के लिए,O O O O O O O O,Corning
mm-hm ,मिमी-एचएम,O,
and then we load oranges ,और फिर हम संतरे लोड करते हैं,O O O O O O O,oranges
yep ,हां,O,
and take that to Bath ,और स्नान के लिए ले लो,O O O O O O,Bath
yep ,हां,O,
okay ,ठीक है,O O,
so is this um does that complete the problem ,इसलिए यह उम समस्या को पूरा करता है,O O O O O O O O,
yes ,हाँ,O,
okay ,ठीक है,O O,
hello can I help you ,क्या मै आपकी सहयता कर सकता हूँ,O O O O O O O,
okay the problem do I need to state the problem ,समस्या ठीक है मुझे समस्या को बताने की आवश्यकता है,O O O O O O O O O O,
uh yes I need to know what the problem is ,उह हां मुझे यह जानने की जरूरत है कि समस्या क्या है,O O O O O O O O O O O O,
two e ,दो ई,B-number B-vehicle-name,
sorry ,माफ़ कीजिये,O O,
oh there like a number on the side ,ओह  ओर एक नंबर पसंद है,O O O O O O,
oh no you have to tell me what it is I donot have their labels ,अरे नहीं आपको मुझे बताना होगा कि यह क्या है  मैं उनके लेबल नहीं है,O O O O O O O O O O O O O O O,
okay determine the maximum number of boxcars of oranges that you could get to Bath by seven am tomorrow morning it is now midnight ,ठीक है  संतरे के मुक्केबाजों की अधिकतम संख्या निर्धारित करें जिन्हें आप कल सुबह सात बजे तक स्नान कर सकते थे अब आधी रात है,O O O O O O O O O O O O B-date-relative B-period-of-day B-time O O O O O O O O O O,boxcars oranges Bath am midnight
okay ,ठीक है,O O,
okay ,ठीक है,O O,
you have to go to Bath and the boxcars there three available at Dansville ,आपको बाथ पर जाना है और वहां के बॉक्सकार डांसविले में तीन उपलब्ध हैं,O O O O O O O O O O O B-number O O,Bath boxcars Dansville
okay ,ठीक है,O O,
and there two available at mira ,और वहाँ दो चमत्कार में उपलब्ध है,O O B-number O O O O,mira
that right ,कि सही,O O,
there already two at Bath ,वहाँ पहले से ही स्नान में दो,O O O O O O B-number,Bath
yes there are two at Bath ,हाँ स्नान में दो हैं,O O O B-number O,Bath
okay ,ठीक है,O O,
how long would it take from Dansville to Bath ,डांसविले से बाथ तक कितना समय लगेगा,O O O O O O O,Dansville Bath
going the Corning Bath way ,कॉर्निंग बाथ रास्ता जा रहा है,O O O O O O,Corning Bath
uh ,उह,O,
okay um let see we have to get an engine to Dansville um to pick up the boxcars ,ठीक है  हम देखते हैं कि हमें बॉक्सर्स लेने के लिए डांसविले उम के लिए एक इंजन प्राप्त करना है,O O O O O O O O O O O O O O O O O O O O,engine Dansville boxcars
okay ,ठीक है,O O,
um but once once the once you have an engine there it take uh three hours to take the boxcars from Dansville to Bath through Corning ,उम  लेकिन एक बार एक बार जब आपके पास एक इंजन होता है  तो कॉन्सिंग के माध्यम से डांसविले से बाथर्स तक स्नान करने के लिए उह तीन घंटे लगते हैं,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-time I-time O O,engine boxcars Dansville Bath Corning
what about Avon ,एवन के बारे में क्या,O O O O O,Avon
uh from Avon uh to Dansville that is ,उह एवन उह से डंसविल तक है,O O O O O O O,Avon Dansville
um ,एक,O,
with the engine ,इंजन के साथ,O O O,
no from Dansville to Bath by Avon ,एवन द्वारा डंसविले से स्नान तक नहीं,O O O O O O O,Dansville Bath Avon
oh ,ओह,O,
oh okay sorry ,ओह ओके सॉरी,O O O,
uh oh that would be seven hours ,उह ओह सात घंटे का होगा,O O B-time I-time O O,
okay we cannot do that ,ठीक है हम ऐसा नहीं कर सकते,O O O O O O O,
so it a lot longer ,इसलिए यह बहुत लंबा है,O O O O O,
hm ,एचएम,O,
mm-hm ,मिमी-एचएम,O,
okay take the engine E three from Elmira ,ठीक है एल्मिरा से इंजन ई तीन ले लो,O O O O O O I-vehicle-name O O,engine E Elmira
okay ,ठीक है,O O,
whoa with the do I I need two do I need two engines for the two boxcars ,दो के साथ हू को दो की जरूरत है मुझे दो बॉक्सकार के लिए दो इंजन की आवश्यकता है,B-number O O O O O O O O O O O O O O O O O O,engines boxcars
uh no you can carry them both on tow both on the same engine ,उह नहीं तुम दोनों को एक ही इंजन पर दोनों टो पर ले जा सकते हो,O O O O O O O O O O O O O O O O,engine
okay take engine E three with the two boxcars available ,ठीक है इंजन ई तीन को उपलब्ध दो बॉक्सकार के साथ लें,O O O O I-vehicle-name O O B-number O O O O,engine E boxcars
okay ,ठीक है,O O,
to um Dansville ,उम डन्सविल को,O O O,Dansville
okay ,ठीक है,O O,
and that how many hours ,और कितने घंटे,O O O,
uh that take three hours to get to Dansville ,उह कि डांसविले जाने के लिए तीन घंटे लगते हैं,O O O O O O B-time I-time O O,Dansville
okay um while at Dansville take the three boxcars so that total of five ,ठीक um जबकि डांसविले में तीन मुक्केबाज ले गए ताकि कुल पांच,O O O O O B-number O O O O O B-number,Dansville boxcars
okay ,ठीक है,O O,
and then go via Corning to Bath to get the other two which is seven ,और फिर अन्य दो जो सात हैं  प्राप्त करने के लिए कॉर्निंग से बाथ तक जाएं,O O O B-number O B-number O O O O O O O O O O,Corning Bath
oh okay so let see now did the boxcars I cannot remember the problem now did they have to be loaded with anything or ,ओह ठीक है तो चलिए देखते हैं कि अब बॉक्सर को मैं याद नहीं रख सकता कि अब उन्हें कोई समस्या है या उन्हें किसी चीज़ से लोड होना है,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,boxcars
oh yeah boxcar of oranges ,संतरे के ओह हाँ बॉक्सर,O O O O O,boxcar oranges
oh okay ,ओह ठीक है,O O O,
so we have to stop at Corning to get oranges ,इसलिए हमें संतरे पाने के लिए कॉर्निंग पर रुकना होगा,O O O O O O O O O O,Corning oranges
oh okay let me just uh check one one problem we have is when the cars are loaded an engine can only carry three of them ,ओह ठीक है मुझे सिर्फ उह एक की जाँच करें हम एक समस्या है जब कारों को लोड किया जाता है एक इंजन केवल उनमें से तीन ले जा सकता है,O O O O O O O O O O O O O O O B-vehicle O O O O O O O O O O B-number O O O O,engine
okay ,ठीक है,O O,
uh ,उह,O,
so from Elmira we have to take the second engine ,इसलिए एल्मिरा से हमें दूसरा इंजन लेना होगा,O O O O B-number O O O,Elmira engine
okay ,ठीक है,O O,
engine two ,इंजन दो,O I-vehicle-name,engine
okay so we can take the second engine also to Corning so let me get this uh so we going to take engine one engine uh with the two boxcars from Elmira ,ठीक है  इसलिए हम दूसरा इंजन भी कॉर्निंग ले सकते हैं  तो मुझे यह उह मिलने दीजिए  इसलिए हम एल्मिरा के दो बॉक्सकार के साथ इंजन एक इंजन उह लेने जा रहे हैं,O O O O B-number O O O O O O O O O O O O O O O O B-number O O O O B-number O O O O O O,engine Corning engine engine boxcars Elmira
mm-hm ,मिमी-एचएम,O,
we take them through uh let see do we want to take them through to Dansville what we originally suggested ,हम उन्हें उह के माध्यम से लेते हैं  देखते हैं कि हम उन्हें मूल रूप से सुझाए गए डांसविले में ले जाना चाहते हैं,O O O O O O O O O O O O O O O O O O O O O O O O,Dansville
oh Elmira to Corning to pick up the oranges and then to Bath ,ओह एल्मिरा कॉर्निंग को संतरे लेने और फिर नहाने के लिए,O O O O O O O O O O O,Elmira Corning oranges Bath
okay so we go with one engine we take uh two boxcars from Elmira to Corning ,ठीक है  इसलिए हम एक इंजन के साथ चलते हैं  हम एल्मिरा से कॉर्निंग तक दो बॉक्सकार ले जाते हैं,O O O O B-number O O O O O O O O O O B-number O O O O,engine boxcars Elmira Corning
then we load the oranges uh in them and uh we take them to Bath ,फिर हम संतरे उह में लोड करते हैं और उह हम उन्हें स्नान के लिए ले जाते हैं,O O O O O O O O O O O O O O O O O O,oranges Bath
mm-hm ,मिमी-एचएम,O,
that take five hours for that train ,उस ट्रेन के लिए पांच घंटे लगते हैं,O B-vehicle O O B-time I-time O O,
okay ,ठीक है,O O,
okay with the other engine uh we going to Corning to Dansville to pick up the other boxcars ,ठीक है दूसरे इंजन के साथ उह हम दूसरे मुक्केबाजों को लेने के लिए डांसविले को कॉर्निंग जा रहे हैं,O O O O O O O O O O O O O O O O O O O O,engine Corning Dansville boxcars
and then back to Corning ,और फिर Corning पर वापस,O O O O O,Corning
then back to Corning ,इसके बाद वापस कॉर्निंग,O O O O,Corning
to get the oranges ,संतरे पाने के लिए,O O O O,oranges
then we loading we loading the oranges and then we going there and that will take seven hours ,फिर हम संतरे लोड कर रहे हैं और फिर हम वहाँ जा रहे हैं और सात घंटे लगेंगे,O O O O O O O O O O O O O O O B-time I-time O,oranges
and then to Bath ,और फिर स्नान करने के लिए,O O O O O O,Bath
okay ,ठीक है,O O,
am I finished ,क्या मैं खत्म हो गया हूं?,O O O O O O,
um well let see I guess uh ,उम अच्छी तरह से देखते हैं मुझे लगता है उह,O O O O O O O O O O,
cause they had to be by seven am ,कारण उन्हें सुबह सात बजे तक होना था,O O O B-time O O O O,am
right by seven am there probably is time to get any I mean you could go back but no that would it take two hours to go back to Corning so there would be time ,ठीक सात बजे तक शायद कोई भी समय हो  मेरा मतलब है कि आप वापस जा सकते हैं लेकिन ऐसा नहीं है कि कॉर्निंग में वापस जाने में दो घंटे लगेंगे इसलिए समय होगा,O B-time O O O O O O O O O O O O O O O O O O O O O O O O O O B-time I-time O O O O,am Corning
so the total is ,तो कुल है,O O O,
five ,पंज,B-number,
that right okay ,ठीक है ठीक है,O O O O,
five ,पंज,B-number,
so total is five ,तो कुल पाँच है,O O B-number O,
okay ,ठीक है,O O,
mm-hm ,मिमी-एचएम,O,
finished ,ख़त्म होना,O O,
hello can I help you ,क्या मै आपकी सहयता कर सकता हूँ,O O O O O O O,
okay the problem is there are five boxcars of oranges waiting at Corning ,ठीक है समस्या यह है कि कॉर्निंग पर इंतजार कर रहे संतरे के पांच बॉक्सर हैं,O O O O O O O O O O O O O B-number O O,boxcars oranges Corning
okay ,ठीक है,O O,
I am to take one tanker of orange juice and then deliver the one tanker of orange juice plus four boxcars of oranges to Bath as soon as possible ,मुझे संतरे के रस का एक टैंकर लेना है और फिर संतरे के रस के एक टैंकर के अलावा संतरे के चार बॉक्सर को जल्द से जल्द स्नान कराना,O B-food O I-food O B-number B-vehicle O O O O O O O O O O O O O O B-number O O O O O O O,boxcars oranges Bath
okay so that one tanker of orange juice and four ,ठीक है ताकि संतरे के रस का एक टैंकर और चार,O O O B-food O I-food O B-number B-vehicle O B-number,
boxcars ,boxcars,B-item,
boxcars oranges to Bath okay as soon as possible ,बॉक्सकार्स जल्द से जल्द स्नान करने के लिए संतरे,O O O O O O O O O,boxcars oranges Bath
am I starting at Corning ,क्या मैं कॉर्निंग पर शुरू कर रहा हूं,O O O O O O O O,Corning
uh you can the situation is just the as shown on the map as before ,उह आप कर सकते हैं स्थिति सिर्फ नक्शे पर पहले की तरह दिखाई गई है,O O O O O O O O O O O O O O O,
I need a ,मुझे चाहिए एक,O O O,
okay ,ठीक है,O O,
so you got the engines at Elmira and uh ,तो आप Elmira और उह पर इंजन मिल गया,O O O O O O O O O,engines Elmira
Avon ,एवन,O,Avon
Avon ,एवन,O,Avon
okay I guess with one engine will I be able to take the tanker plus four boxcars no I need two right ,ठीक है  मुझे लगता है कि एक इंजन के साथ मैं टैंकर और चार बॉक्सर ले जा सकता हूं  मुझे दो अधिकार की आवश्यकता नहीं है,O O O O O O B-number O O O O B-vehicle O B-number O O O O O O B-number O O O O O,engine boxcars
no you need two engines ,नहीं  आपको दो इंजन चाहिए,O O B-number O O,engines
okay um take the two engines from Elmira engine two and three ,ठीक है उम दो इंजन एल्मिरा इंजन से दो और तीन लेते हैं,O O O B-number O O O O O O B-number O O,engines Elmira engine
okay ,ठीक है,O O,
and we can get the orange juice from Elmira and take ,और हम एल्मिरा से संतरे का रस प्राप्त कर सकते हैं,O O O O B-food O I-food O O O O,Elmira
we have to make the orange juice actually so we have to get oranges um from Corning and move them to Elmira to make the orange juice ,हमें संतरे का रस बनाना है  इसलिए हमें कॉर्निंग से संतरे प्राप्त करने हैं और उन्हें संतरे का रस बनाने के लिए एल्मिरा में ले जाना है।,O B-food O I-food O O O O O O O O O O O O O O O O O O O O O O O,oranges Corning Elmira
oh ,ओह,O,
okay so engine two goes to Corning ,ठीक है तो इंजन दो कोर्निंग तक जाता है,O O O O B-number O O O O,engine Corning
okay ,ठीक है,O O,
to get oranges ,संतरे पाने के लिए,O O O O,oranges
okay ,ठीक है,O O,
and take it back to Elmira ,और इसे वापस एल्मिरा ले जाएं,O O O O O O,Elmira
okay so we take a we need one right so we take one boxcar with us as we go ,ठीक है इसलिए हमें एक सही चाहिए  इसलिए हम एक बॉक्सर को अपने साथ ले जाते हैं जैसे हम जाते हैं,O O O O B-number O O O O O O O O O O O O O O O O,boxcar
mm-hm yeah ,मिमी-एचएम हाँ,O O,
okay so that be two hours to Corning uh to pick up the oranges one hour to load plus two hours to get back ,ठीक है  ताकि दो घंटे कॉर्निंग उह को वापस लेने के लिए दो घंटे लोड करने के लिए संतरे को एक घंटा लेने के लिए,O O O B-time I-time O O O O O O O O O O O O O O O B-time O O O O,Corning oranges hour
um and then one hour to make the orange juice ,संतरे का रस बनाने के लिए um और फिर एक घंटा,B-food O I-food O O O B-time O O O O,hour
so then we would have so that would be after six hours we have the tanker of orange juice at ready at Elmira ,तो तब हमारे पास ऐसा होगा कि छह घंटे के बाद हमारे पास एल्मिरा में तैयार संतरे के रस का टैंकर होगा,O O O O O O O B-time I-time O O O O O O O B-food O I-food O B-vehicle O,Elmira
is there a quicker way ,वहाँ एक तेज तरीका है,O O O O O,
um ,एक,O,
no that looks about the fastest one thing we will need we need a a tanker car to transport the orange juice ,संतरे के रस के परिवहन के लिए हमें टैंकर कार की आवश्यकता होगी सबसे तेज एक चीज के बारे में नहीं,B-food O I-food O O O O O B-vehicle I-vehicle O O O O O O O O O O O,
okay when we at when we at Corning can we take it back with us ,ठीक है जब हम जब हम कॉर्निंग पर होते हैं तो हम इसे अपने साथ वापस ले जा सकते हैं,O O O O O O O O O O O O O O O O O O O O,Corning
yes ,हाँ,O,
yes okay so when we at Corning we uh pick up a tanker car ,हाँ ठीक है  इसलिए जब हम कॉर्निंग में हम एक टैंकर कार उठाते हैं,O O O O O O O O O O B-vehicle I-vehicle O O,Corning
okay and we go back with the oranges in the tanker car make the orange juice and we can load it in the tanker car ,ठीक है और हम टैंकर कार में संतरे के साथ वापस जाते हैं और संतरे का रस बनाते हैं और हम इसे टैंकर कार में लोड कर सकते हैं,O O O O B-vehicle I-vehicle O B-food O O O O O O O O I-food O O O O O O O O O O O O,oranges
okay then uh ,ठीक है तो उह,O O O O,
okay then the is one engine able to carry a tanker plus two boxcars ,ठीक है तो एक इंजन एक टैंकर और दो बॉक्सकार ले जाने में सक्षम है,O O O B-number O O B-vehicle O B-number O O O O O O,engine boxcars
yes ,हाँ,O,
okay so the engine with the tanker ,ठीक है तो टैंकर वाला इंजन,O O O B-vehicle O O,engine
mm-hm ,मिमी-एचएम,O,
will take two additional boxcars ,दो अतिरिक्त बॉक्सकार लेगा,O O O O,boxcars
okay ,ठीक है,O O,
Uh and go to Corning where we will pick up oranges to put in the boxcars ,उह और कोर्निंग पर जाएं जहां हम बॉक्सिंग में डालने के लिए संतरे उठाएंगे,O O O O O O O O O O O O O O,Corning oranges boxcars
okay ,ठीक है,O O,
and then straight to Bath ,और फिर सीधे स्नान के लिए,O O O O O O,Bath
okay so that take uh two hours to get to Corning an hour to load the oranges and two hours to get to Bath ,ठीक है  ताकि संतरे को उतारने के लिए कॉर्निंग को एक घंटा और स्नान करने के लिए दो घंटे का समय मिल जाए,O O O O O O O O O O O O O O O O O B-time I-time O O O O,Corning oranges Bath
so that be another five hours okay so then it be eleven ,इतना है कि एक और पांच घंटे ठीक हो तो ग्यारह हो,O O O O O B-time I-time O O O B-number O,
and then the other engine will have one boxcar right ,और फिर दूसरे इंजन में एक बॉक्सकार अधिकार होगा,O O O O O O O O O,engine boxcar
uh the other engine ,उह दूसरे इंजन,O O O,engine
it would have any ,यह किसी भी होगा,O O O O,
no it would have any ,नहीं  यह कोई भी नहीं होगा,O O O O O O,
okay ,ठीक है,O O,
yeah ,हाँ,O,
so the second the third engine whatever which one was still there ,तो दूसरा तीसरा इंजन जो भी था वह अभी भी था,O B-number O O O O O O O O O,third engine
will go has to go to Corning to Dansville ,जाना होगा डांसविले को कॉर्निंग जाना होगा,O O O O O O O,Corning Dansville
okay ,ठीक है,O O,
to pick up another well another two boxcars ,एक और अच्छी तरह से एक और दो बॉक्सकार लेने के लिए,O O O O O O O B-number O O O O,boxcars
and then back down to Corning to load the oranges ,और फिर संतरे को लोड करने के लिए कॉर्निंग पर वापस जाएं,O O O O O O O O O O O O,Corning oranges
okay so it take three hours to get to Dansville ,ठीक है तो डांसविले पहुंचने में तीन घंटे लगते हैं,O O O O O O B-time I-time O O,Dansville
and uh we pick up the boxcars and go back to Corning ,और उह हम बॉक्सकार उठाते हैं और कॉर्निंग पर वापस जाते हैं,O O O O O O O O O O O O,boxcars Corning
and then we gotta load oranges we take another hour ,और फिर हम भार संतरे लेते हैं हम एक और घंटा लेते हैं,O O O O O O O O O O O O O,oranges
um and then two hours to get to Bath so that will total will take uh seven hours to do that ,उम और फिर स्नान करने के लिए दो घंटे ताकि कुल उह को ऐसा करने में सात घंटे लगेंगे,O O O O O O O B-time I-time O O O O O O O B-time O O,Bath
okay ,ठीक है,O O,
is there there no other quicker way right ,वहाँ कोई अन्य तेज रास्ता सही है,O O O O O O O,
uh I donot think so let see what so the one that takes the longest is to make the orange juice ,उह मुझे नहीं लगता कि देखते हैं कि ऐसा क्या है जो संतरे का रस बनाने के लिए सबसे लंबा है,O O O O O O O O O O O O B-food O I-food O O O O O O,
and there doesnot seem to be a quicker way to do that because we have to go get the oranges and back again ,और ऐसा करने के लिए एक तेज़ तरीका प्रतीत नहीं होता है क्योंकि हमें संतरे प्राप्त करने और फिर से वापस जाना है,O O O O O O O O O O O O O O O O O O O O O O O,oranges
right no that looks like the fastest ,सही नहीं जो सबसे तेज़ दिखता है,O O O O O O O,
okay so ,ठीक है तो,O O O,
but do we still need one more boxcar ,लेकिन क्या हमें अभी भी एक और बॉक्सर की जरूरत है,O O O O O B-number O O O O O,boxcar
