Have a nice day,আপনার দিনটি শুভ হোক,O O O O,
Thank you,ধন্যবাদ,O,
Hey i want to go to St Louis on the 17th of August,আরে আমি 17 ই আগস্ট সেন্ট লুইসে যেতে চাই,O O O O O O O O O,St Louis 17th August
For how many days,কত দিনের জন্য,O O O,
I need to back by the 31st,আমি 31 দ্বারা ফিরে প্রয়োজন,O O O O O,31st
What will your departure city be,আপনার প্রস্থান শহর কি হবে,O O O O O,
I am from Calgary,আমি ক্যাল্যাগারি থেকে এসেছি,O O O O,Calgary
I have a direct flight leaving from Calgary on August 18 and returning on August 28th,আমার কাছে আগস্ট 18 তারিখে ক্যাল্যাগারি ছেড়ে 28 আগস্ট ফিরে আসার সরাসরি ফ্লাইট রয়েছে,O O O B-depart_date.day_number O O O O O O O O B-transport_type O,direct Calgary August August 28th
Does that work for you,যে আপনার জন্য কাজ করে,O O O O O,
Yes that sounds perfect may you please tell me about the destination place,হ্যাঁ নিখুঁত শোনাচ্ছে আপনি গন্তব্য স্থান সম্পর্কে আমাকে বলতে পারেন,O O O O O O O O O O,
It is the Glorious Cloak inn hotel in St Louis,এটি সেন্ট লুইসে বিশিষ্ট ক্লক ইন হোটেল,O O O O O O I-hotel_name,Glorious Cloak inn St Louis
It has a 3 star rating,এটি একটি 3 তারকা রেটিং আছে,O O B-hotel_rating I-hotel_rating O O,rating
That sounds lavish what type of flight would that be,যে ফ্লাইট কি ধরণের হবে বলে মনে হয়,O B-transport_type O O O O O O,
You would be flying business class for a grand total of only $ 1858.14,আপনি শুধুমাত্র $ 1858.14 একটি গ্র্যান্ড মোট জন্য ব্যবসা ক্লাস উড়ন্ত হবে,O O B-budget_unit B-budget_amount O O O O B-flight_class O O O,class
Are there any possible flights with economy class,অর্থনীতি বর্গ সঙ্গে কোন সম্ভাব্য ফ্লাইট আছে,O I-flight_class O O O O O,flights economy
I have a package at the Lunar which has a 5 star rating on an economy class flight on the same dates for $ 1558.00,আমার কাছে লুনারে একটি প্যাকেজ রয়েছে যার জন্য 1558.00 ডলারের একই তারিখে অর্থনীতির ক্লাস ফ্লাইটে 5 তারকা রেটিং রয়েছে,O O O O B-trip_inclusions O O O B-budget_amount O O O O O O B-hotel_rating I-hotel_rating O O,rating economy class flight $
that sounds even better,যে এমনকি আরও ভাল শোনাচ্ছে,O O O O O,
This deal includes free breakfast and free wifi,এই চুক্তি বিনামূল্যে ব্রেকফাস্ট এবং বিনামূল্যে ওয়াইফাই অন্তর্ভুক্ত,O O B-amenities_cost.relative B-meal_description O O B-amenities_type O,
Would you like me to book it for you,আপনি আমাকে আপনার জন্য এটি বুক করতে চান,O O O O O B-book O O,
Yes please that sounds wonderful,হ্যাঁ চমৎকার যে শোনাচ্ছে,O O O O,
thank you,ধন্যবাদ,O,
I am looking for a trip to Gotham City leaving from Kakariko Village on Saturday August 13 2016,আমি 13 আগস্ট 2016 শনিবার কাকারিকো গ্রাম থেকে গথাম সিটির যাত্রা খুঁজছি,O B-depart_date.day_number O B-depart_date.year O O O O O O O O,Gotham City Kakariko Village Saturday August
3 adults for no more than $ 2400 USD,$ 2400 ডলারের বেশি না 3 প্রাপ্তবয়স্কদের,B-budget_unit B-budget_amount O O O B-passenger_number B-passenger_type,USD
I have a trip available to Vancouver for these dates within your price range,আমি আপনার মূল্য পরিসীমা মধ্যে এই তারিখের জন্য ভ্যাঙ্কুভার উপলব্ধ একটি ট্রিপ আছে,O O O O O O O O O O O O O,Vancouver
Would you like to increase your budget or adjust the dates,আপনি আপনার বাজেট বাড়াতে বা তারিখ সামঞ্জস্য করতে চান,O O O O O O O O O,increase
I would like to adjust the departure city to Caprica,আমি Caprica থেকে প্রস্থান শহর সমন্বয় করতে চান,O O O O O O O O,Caprica
Still no availability for this destination,এখনও এই গন্তব্য জন্য কোন প্রাপ্যতা,O O O O O O,
Would you like to increase your budget or adjust the dates,আপনি আপনার বাজেট বাড়াতে বা তারিখ সামঞ্জস্য করতে চান,O O O O O O O O O,increase
The dates cannot be changed,তারিখ পরিবর্তন করা যাবে না,O O O O O,
How about going to Theed with 14 adults leaving from Kakariko Village on a budget of $ 2900,২900 ডলারের বাজেটে কাকিকো গ্রাম থেকে 14 জন প্রাপ্তবয়স্কদের সঙ্গে থেইডে যাওয়া যায়,O O O O O O B-passenger_number O B-passenger_type O O O O,Theed Kakariko Village $ 2900
Still no availability,এখনও কোন প্রাপ্যতা,O O O,
Then I will bring my business elsewhere Thank you,তারপর আমি অন্যত্র আমার ব্যবসা আনতে আপনাকে ধন্যবাদ,O O O O O O O O,
Hello I would like to book a 2 week trip leaving from Melbourne on August 27,হ্যালো আমি ২7 আগস্ট মেলবোর্ন থেকে ২ সপ্তাহের সফর ছাড়তে চাই,O O O O O O O O O O O,book 2 week Melbourne August 27
I would like to go to Mannheim,আমি ম্যানহেইম যেতে চাই,O O O O,Mannheim
Have you got a budget for this vacation,আপনি এই ছুটির জন্য একটি বাজেট পেয়েছেন,O O O O O O O,vacation
I do not have a budget however I would like to pick whichever package is cheapest,আমার কোনও বাজেট নেই তবে আমি যে কোনও প্যাকেজটি সর্বাধিক বাছাই করতে চাই,O O O O O O O O B-trip_inclusions O O O O,cheapest
Could you offer me the cheapest package for each destination,আপনি আমাকে প্রতিটি গন্তব্য জন্য প্রসঙ্গ প্যাকেজ দিতে পারে,O O O O O O B-trip_inclusions O O,cheapest
I can book you 9 days in Mannheim for 3258.15 USD at a 5 star hotel,আমি 5 তারকা হোটেলে আপনি 3258.15 ইউএসডি জন্য মান্নাহেমে 9 দিন বুক করতে পারি,O B-hotel_rating I-hotel_rating O O B-budget_amount O O O B-trip_duration O B-book O O,days Mannheim USD
Is there a package to Mannheim which offers a cheaper hotel,ম্যানহেইম একটি প্যাকেজ আছে যা একটি সস্তা হোটেল প্রস্তাব,O O B-trip_inclusions O O O O O O,Mannheim cheaper
I am flexible with my dates of arrival and departure,আমি আগমন এবং প্রস্থান আমার তারিখ সঙ্গে নমনীয় নই,O O O O O O O B-date_relative O,
I am unable to find any cheaper packages for Mannheim,আমি ম্যানহেইমের জন্য কোন সস্তা প্যাকেজ খুঁজে পেতে অক্ষম,O O O O O O O O O,cheaper packages Mannheim
What would the cost be if I stayed for 10 days in Mexico City,মেক্সিকো সিটির 10 দিনের জন্য যদি থাকতাম তবে খরচ কত হবে?,O O B-trip_duration O O O O O O O O,days Mexico City
You can stay in Mexico City for 8 days for 426.16 USD leaving from Melbourne USA,মেলবোর্ন মার্কিন যুক্তরাষ্ট্র থেকে আপনি 426.16 মার্কিন ডলারের জন্য 8 দিনের জন্য মেক্সিকো সিটিতে থাকতে পারেন,O O O O O B-budget_amount O O O B-trip_duration O O O O O O,Mexico City days USD Melbourne USA
Actually I am leaving from Melbourne Australia,আসলে আমি মেলবোর্ন অস্ট্রেলিয়া থেকে চলে যাচ্ছি,O O O O O O O,Melbourne Australia
How does this affect the price of the trip,কিভাবে এই ট্রিপ দাম প্রভাবিত করে,O O O O O O,
I cannot find any trips available from Melbourne Australia to Mexico City,আমি মেলবোর্ন অস্ট্রেলিয়া থেকে মেক্সিকো সিটি পর্যন্ত যে কোনও ট্রিপ খুঁজে পাচ্ছি না,O O O O O O O O O O O O O,Melbourne Australia Mexico City
Could I purchase a package to Vancouver similar to the one I was offered,আমি কি ভ্যাঙ্কুভারের প্যাকেজ কিনেছিলাম তার চেয়েও কি আমি কিনেছিলাম?,O O O B-trip_inclusions O O O O O O,Vancouver
I cannot find any trips available from Melbourne Australia to any destinations,আমি মেলবোর্ন অস্ট্রেলিয়া থেকে কোনও গন্তব্যে যে কোনো ট্রিপ খুঁজে পাচ্ছি না,O O O O O O O O O O O O,Melbourne Australia
This point of departure is not in my database,প্রস্থান এই বিন্দু আমার ডাটাবেসের মধ্যে নয়,O O O O O O O,
Ok thank you for your time anyways,ঠিক আছে আপনার সময় জন্য ধন্যবাদ,O O O O O O,
Hello I am planning to book a trip to Pittsborgh,হ্যালো আমি Pittsborgh একটি ট্রিপ বইয়ের পরিকল্পনা করছি,O O O O O B-book O O,Pittsborgh
Hello Would that be Pittsborgh Pennsylvania,হ্যালো যে Pittsborgh পেনসিলভেনিয়া হতে হবে,O O O O O O,Pittsborgh Pennsylvania
i think so,আমি তাই মনে করি,O O O O,
And what city will you be departing from,এবং আপনি কোন শহর থেকে প্রস্থান করা হবে,O O O O O O O O,
We will be leaving from Fukuoka,আমরা ফুকুওকা থেকে চলে যাব,O O O O O,Fukuoka
how many people will be travelling together,কত মানুষ একসঙ্গে ভ্রমণ করা হবে,O B-passenger O O O O,
there will be myself 1 adult and my four kids,আমি নিজেকে 1 প্রাপ্তবয়স্ক এবং আমার চার বাচ্চাদের হতে হবে,O O B-passenger_number B-passenger_type O O B-passenger_number B-passenger_type O O,myself
Do you have specific dates in mind,আপনি মনে নির্দিষ্ট তারিখ আছে,O O B-date_relative O O,
none at the moment,মুহূর্তে কেউ নেই,O O O,
and for how long would you like to go for,এবং কতদিন আপনি যেতে চান,O O O O O,
also not sure yet,এখনও নিশ্চিত না,O O O,
I have no flights available to Pittsburgh but I have package available to Vancouver,আমার পিটসবার্গে কোনও ফ্লাইট নেই কিন্তু আমার কাছে ভ্যাঙ্কুভারের প্যাকেজ রয়েছে,O O O O O O O O O B-trip_inclusions O,flights Pittsburgh Vancouver
I would like to see the availabilities in Vancouver please,আমি ভ্যাঙ্কুভারে সুবিধাগুলি দেখতে চাই,O O O O O,Vancouver
I have several available,আমি বিভিন্ন উপলব্ধ আছে,O O O O,
Do you have a budget in mind,আপনি মনে একটি বাজেট আছে,O O O O O,
I have $ 12600 to spend on this vacation,আমি এই ছুটিতে কাটাতে $ 12600 আছে,O O O O B-budget_unit B-budget_amount O,vacation
It would be helpful if you could provide me with some dates,আপনি কিছু তারিখ আমাকে প্রদান করতে পারে যদি এটি সহায়ক হবে,O O O O O O O O O O O,
we are very flexible with dates anything would work,আমরা তারিখ কিছু কাজ করবে সঙ্গে খুব নমনীয় হয়,O O O O O O O B-date_relative O,
I am very sorry but I have nothing available at the moment,আমি খুব দুঃখিত কিন্তু এই মুহুর্তে আমি কিছুই উপলব্ধ নেই,O O B-apology O O O O O O O,
that is very unfortunate thank you anyways,যে খুব দুর্ভাগ্য যাই হোক না কেন আপনাকে ধন্যবাদ,O O O O O O O O O,
Hi I need to go to Mos Eisley for a wedding leaving on Saturday August 13 2016 and returning on Tuesday August 16 2016,হাই আমি 13 ই আগস্ট ২016 খ্রিস্টাব্দের শনিবারে বিয়ের জন্য মোস ইিসলে যেতে এবং মঙ্গলবার 16 আগস্ট 2016 এ ফিরে যেতে হবে,O O B-depart_date.day_number O O O O O O O O O O O O B-return_date.day_number O B-return_date.year O O O O,Mos Eisley Saturday August Tuesday August
Preferably for $ 3700,$ 3700 জন্য পছন্দের,B-budget_unit B-budget_amount O O,
Would you like to have a departure from a specific location,আপনি একটি নির্দিষ্ট অবস্থান থেকে একটি প্রস্থান করতে চান,O O B-location_relative O O O O O O,
I would like to get away from Monday August 15 2016 to Wednesday August 31 2016,সোমবার 15 আগস্ট ২013 থেকে বুধবার 31 আগস্ট ২016 থেকে আমি সরে যেতে চাই,O B-trip_duration.day_number O O O O B-trip_duration.day_number O O O O O O O,Monday August 2016 Wednesday August 2016
